Validprtprimcattyp|Validprtsubcattyp|Prtid|Locid|Prtlglnm|Prtlocnm|Validloctyp|Phyaddrstr1txt|Phyaddrstr2txt|Phyaddrctynm|PhyAddrStCd|Phyaddrpostcd|Geolattude|Geolngtude|Phone|Fax|Web|Email|Lastupdtdt
ED|SCORE|107306|282905|Indianapolis SCORE|Indianapolis SCORE|HO|8500 Keystone Crossing|Suite 401|Indianapolis|IN|46240-7336|||(317) 226-7264||http://indianapolis.score.org/chapters/indianapolis|indyscore@gmail.com|07/22/2012
ED|SCORE|107155|282754|Jacksonville SCORE|Jacksonville SCORE|HO|7825 Baymeadows Way|100-B|Jacksonville|FL|32256|||(904) 443-1900||http://jacksonville.score.org/|info@scorejax.org|07/22/2012
ED|SCORE|242235|434696|Holland SCORE|Holland SCORE|HO|272 E. 8th Street| |Holland|MI|49423|||616-392-2389||http://holland.score.org/chapters/holland-score-686|contactus@scoreholland.org|07/17/2012
ED|SCORE|107151|282750|Inland Empire SCORE|Inland Empire SCORE|HO|3985 University Avenue| |Riverside|CA|92501|||(951)652-4390||http://inlandempire.score.org/|score503@netzero.com|01/11/2016
ED|SCORE|107337|282936|Rhode Island SCORE|JGE Knight SCORE|HO|380 Westminster Street| |Providence|RI|02903|||(401) 226-0077||http://ri.score.org/chapters/rhode-island|scoreri@cox.net|06/03/2016
ED|SCORE|107430|283029|Anniston SCORE|Anniston SCORE|HO|1400 Commerce Blvd, NE|Alabama Entrepreneurial Sys|Anniston|AL|36207|||(256) 831-5315|||score0638@aol.com|01/14/2016
ED|SCORE|249957|467251|Northshore SCORE 0707|Northshore SCORE 0707|HO|3433 Highway 190 |PMB 257|Mandeville|LA|70471|||(985)520-0929||http://northshore.score.org/chapters/northshore-score|scorens@scorens.org|06/03/2016
ED|SCORE|107188|282787|North Central Ohio SCORE|North Central Ohio SCORE|HO|55 N. Mulberry Street Chamber of Commerce||Mansfield|OH|44902|||(419) 522-3211(226)||http://northcentralohio.score.org/chapters/north-central-ohio-score|ncoscore@ncoscore.org|07/12/2012
ED|SCORE|107403|283002|North Coast SCORE|North Coast SCORE|HO|P. O. Box 6083|Room 115 B|Santa Rosa|CA|95406|||(707) 571-8342||http://northcoast.score.org/|Score450@iscweb.com|01/11/2016
ED|SCORE|107170|282769|Mt. Washington Valley SCORE|Mt. Washington Valley SCORE|HO|53 Technology Lane, Suite 101| |Conway|NH|03818|||(603) 447-4388||mt-washington-valley-score|info@score641.org|01/14/2016
ED|SCORE|107184|282783|New Haven SCORE|New Haven SCORE|HO|20 Church Street||New Haven|CT|06510|||(203) 865-7645||www.newhavenscore.com|counseling@newhavenscore.com|06/03/2016
ED|SCORE|107282|282881|Northeast NY SCORE|Northeast SCORE|HO|Albany Col Chamber of Commerce|1 Computer Drive South|Albany|NY|12205|||(518) 446-1118 ext.233||http://northeastny.score.org/chapters/northeast-ny-score|info@northeastny.score.org|06/03/2016
ED|SCORE|107425|283024|Northern Arizona SCORE|Northern Arizona SCORE|HO|1228 Willow Creek Road|Suite 2|Prescott|AZ|86301|||(928)778-7438||http://northernarizona.score.org/|score@northlink.com|07/10/2012
ED|SCORE|107425|472671|Northern Arizona SCORE|PRESCOTT - Chapter 532|BO|1228 Willow Creek Road|Suite 2|Prescott|AZ|86301|||800-410-2260||www.scorenaz.org|joevanb2005@yahoo.com|07/10/2012
ED|SCORE|107425|472672|Northern Arizona SCORE|KINGMAN - Chapter 560-1 MCC|BO|1971 Jagerson Avenue|RM 208|Kingman|AZ|86402|||928-692-3054|||rbaker@citilink.net|07/10/2012
ED|SCORE|107425|472673|Northern Arizona SCORE|BUKKHEAD CITY - Chapter 560-2|BO|1251 Highway 95||Bullhead City|AZ|86426|||928-745-4201|||teri@bullheadchamber.com|07/10/2012
ED|SCORE|107192|282791|Northwest Indiana SCORE|Northwest Indiana SCORE|HO|162 W. Lincolnway| |Valparaiso|IN|46383|||(219) 462-1105||www.scorenorthwestind.com|nwinscore@aol.com|06/03/2016
ED|SCORE|244429|447151|Northwest Connecticut SCORE|Northwest Connecticut SCORE|HO|333 Kennedy Drive|NW Connecticut Chamber of Commerce|Torrington|CT|06790|||(860) 482-6586|||ptsjhs@snet.net|01/14/2016
ED|SCORE|107189|282788|Northwest NJ SCORE|North West SCORE|HO|30 Schuyler Place, Suite 220||Morristown|NJ|07960|||(973) 328-5530||www.njscore24.org|info@njscore24.org|06/03/2016
ED|SCORE|107185|282784|New Orleans SCORE|New Orleans SCORE|HO|365  Canal Street|Suite 2820|New Orleans|LA|70130|||(504) 589-2356||http://neworleans.score.org/chapters/new-orleans-score|nola@scorevolunter.org|07/21/2012
ED|SCORE|107406|283005|NE Louisiana SCORE|NE Louisiana SCORE|HO|1810 Auburn Avenue, Suite 104| |Monroe|LA|71201|||(318) 323-0878||http://northeastlouisiana.score.org/chapters/northeast-louisiana-score|Score644@comcast.net|07/21/2012
ED|SCORE|107407|283006|NE Massachusetts SCORE|NE Massachusetts SCORE|HO|583 Chestnut Street, Unit 8|c/o Lynn Area C of C|Lynn|MA|01904|||(978) 922-9441||http://nemassachusetts.score.org/chapters/ne-massachusetts-score|info@scorenemass.org|01/11/2016
ED|SCORE|107183|282782|Northern Nevada SCORE|Northern Nevada SCORE|HO|Ansari Business Building University of Nevada|College of Business Administration, Room 411|Reno|NV|89557-0100|||(775) 784-4436||http://northernnevada.score.org/chapters/northern-nevada-score|score@unr.nevada.edu|07/17/2012
ED|SCORE|242448|436533|Norfolk SCORE|Norfolk SCORE|HO|609 W Norfolk Avenue, | |Norfolk|NE|68701|||402-371-4862||http://norfolk.score.org/chapters/norfolk-score|info@scorene.org|07/17/2012
ED|SCORE|107345|282944|Muscatine SCORE|Muscatine SCORE|HO|102 Walnut Street||Muscatine|IA|52761-|||(563) 263-8895||http://muscatine.score.org/chapters/muscatine-score|abull@muscatine.com|07/22/2012
ED|SCORE|107339|282938|Muskegon SCORE|Muskegon SCORE|HO|380 W. Western||Muskegon|MI|49440|||(231) 722-3751||http://muskegon.score.org/chapters/muskegon-score|score@muskegon.org|01/14/2016
ED|SCORE|107181|282780|Naples SCORE|Naples of Collier SCORE|HO|900 Goodlette Road North| |Naples|FL|34102|||(239) 430-0081||http://naples.score.org/|info@scorenaples.org|10/02/2014
ED|SCORE|107341|282940|Nashville SCORE|Nashville SCORE|HO|2 International Plaza||Nashville|TN|37217|||(615) 736-7621||http://nashville.score.org/chapters/nashville-score||12/28/2015
ED|SCORE|107191|282790|Northern Utah SCORE|Northern Utah SCORE|HO|1410 N 1000 W. Rm 1901|Bridgerland Applied Tech. Coll W Campus|Logan|UT|84321-|||(435) 760-7937||http://northernutah.score.org/chapters/northern-utah-score|croberts@cachebrc.com|01/14/2016
ED|SCORE|107373|282972|Birmingham SCORE|North Alabama SCORE|HO|801 Tom Martin Drive SBA Office, Suite 201||Birmingham|AL|35211|||(205) 290-7849|||scorechapter84@bellsouth.net|12/28/2015
ED|SCORE|107371|282970|Northwest Arkansas SCORE|Northwest Arkansas SCORE|HO|614 E. Emma Street|Room M412|Springdale|AR|72764|||(800) 646-0450||http://northwestarkansas.score.org/|info@nwascore.org|10/02/2014
ED|SCORE|107186|282785|New York City SCORE|New York SCORE|HO|26 Federal Plaza|Room 3100|New York|NY|10278|||(212) 264-4507||http://newyorkcity.score.org/chapters/new-york-city-score|info@scorenyc.org|06/03/2016
ED|SCORE|107187|282786|SCORE Essex Hudson Union |Metro New Jersey SCORE|HO|c/o SBA, 2 Gateway Center, 15th Fl| |Newark|NJ|07102|||(973) 645-3982||http://essexhudsonunioncounties.score.org/chapters/essex-hudson-passaic-and-union-counties-score|newarkscore@yahoo.com|06/03/2016
ED|SCORE|107314|282913|Monmouth SCORE|Monmouth SCORE|HO|Brookdale Comm Coll Career Svc|765 Newman Springs Road|Lincroft|NJ|07738|||(732) 224-2573||http://monmouth.score.org/chapters/monmouth-score|counseling@score36.org|07/17/2012
ED|SCORE|107169|282768|Memphis SCORE|Memphis SCORE|HO|5100 Poplar Avenue|Suite 1701|Memphis|TN|38137|||(901) 544-3588||http://memphis.score.org/chapters/score-memphis|scorememphis@comcast.net|07/12/2012
ED|SCORE|107312|282911|Montgomery County SCORE|Montgomery County SCORE|HO|1150 First Avenue; Suite 1001|SCORE at U.S. Small Bus. Admin.|King of Prussia|PA|19406|||(215) 885-3027||www.score513.org|counselor@score513.org|01/11/2016
ED|SCORE|107179|282778|Montpelier SCORE|Montpelier SCORE|HO|87 State Street||Montpelier|VT|05601|||(802) 828-4422|||scorechapter275@aol.com|06/03/2016
ED|SCORE|107356|282955|Manasota SCORE|Manasota SCORE|HO|2801 Fruitville Road|Suite 280|Sarasota|FL|34237|||(941) 955-1029||http://manasota.score.org/|scorech116@verizon.net|07/22/2012
ED|SCORE|107325|282924|Midlands SCORE|Midlands SCORE|HO|930 Richland Street|Columbia Chamber of Commerce - Lower Level|Columbia|SC|29201|||(803) 765-5131||http://midlands.score.org/chapters/midlands-score||12/28/2015
ED|SCORE|107171|282770|Mid Missouri SCORE|Mid Missouri SCORE|HO|Columbia Chamber of Commerce|300 South Providence Road|Columbia|MO|65203|||(573) 874-1132||http://midmissouri.score.org/chapters/mid-missouri-score|Elinor2u@aol.com|12/28/2015
ED|SCORE|107178|282777|Monterey Bay SCORE|Monterey Bay SCORE|HO|565 Hartnell St. #2191||Monterey|CA|95042|||(831) 566-2733||http://montereybay.score.org/||06/02/2016
ED|SCORE|107167|282766|Martinsville SCORE|Martinsville SCORE|HO|115 Broad Street| |Martinsville|VA|24112|||(276) 632-6401||http://martinsville.score.org/chapters/martinsville-score|score@mhcchamber.com|07/12/2012
ED|SCORE|107173|282772|SE Wisconsin SCORE|Milwaukee SCORE|HO|310 W. Wisconsin Avenue #585| |Milwaukee|WI|53203|||(414) 297-3942||http://sewisconsin.score.org/chapters/score-se-wisconsin|score@scoresewisconsin.org|06/03/2016
ED|SCORE|107175|282774|Monadnock SCORE|Monadnock SCORE|HO|34 Mechanic Street| |Keene|NH|03431-3421|||(603) 352-0320||http://monadnock.score.org/chapters/monadnock-score|info@monadnockscore@org|07/17/2012
ED|SCORE|107166|282765|Madison SCORE|Madison SCORE|HO|505 South Rosa Road MG&E Innovation Center|Suite 37|Madison|WI|53719-|||(608) 441-2820||http://madison.score.org/chapters/madison-score|contactscore@scoremadison145.org|07/10/2012
ED|SCORE|107172|282771|Mid-Columbia SCORE|Mid-Columbia Tri-Cities SCORE|HO|7130 W. Grandridge Blvd|Suite A|Kennewick|WA|99336|||(509) 735-1000||http://midcolumbiatricities.score.org/chapters/mid-columbia-score-tri-cities|info@midcolumbiascore.org|06/02/2016
ED|SCORE|107408|283007|Mid-Shore SCORE|Mid-Shore SCORE|HO|101 Marlboro Ave Talbot City Chamber of Commerce||Easton|MD|21601|||(877) 572-0735||http://midshore.score.org/chapters/mid-shore-score|score626@goeaston.net|01/14/2016
ED|SCORE|107423|283022|Merrimack Valley SCORE|Merrimack Valley SCORE|HO|275 Chestnut Street - Suite #133||Manchester|NH|03101|||(603) 666-7561||http://merrimackvalley.score.org/chapters/merrimack-valley-score|info@score199.mv.com|07/21/2016
ED|SCORE|107328|282927|Minot SCORE|Minot SCORE|HO|1925 S. Broadway, Suite 2| |Minot|ND|58701-|||(701) 852-6883||http://minot.score.org/chapters/minot-score|scoreminot1@srt.com|07/17/2012
ED|SCORE|107399|282998|Minneapolis SCORE|Minneapolis SCORE|HO|8700 West 36th Street|Suite 125A|St. Louis Park|MN|55426-|||(952) 938-4570||http://minneapolis.score.org/chapters/minneapolis-score|minneapolis@score-mn.org |06/02/2016
ED|SCORE|107360|282959|Queens SCORE|Queens County SCORE|HO|120-55 Queens Blvd., Room 333|Queens Borough Hall|Kew Gardens|NY|11424|||(718) 263-8961|||chapter588@aol.com|07/13/2017
ED|SCORE|107210|282809|Quincy Tri-State SCORE|Quincy Tri-State SCORE|HO|c/o Chamber of Commerce|300 Civic Center Plaza|Quincy|IL|62301|||(217) 222-8093||http://quincytristate.score.org/chapters/quincy-tri-state-score|score@adams.net|07/22/2012
ED|SCORE|107384|282983|Pueblo SCORE|Pueblo SCORE|HO|302 N. Santa Fe Ave |Chamber of Commerce|Pueblo|CO|81003|||(719) 542-1704||http://pueblo.score.org/|score@puebloscore.org|07/21/2012
ED|SCORE|107304|282903|Princeton SCORE|Princeton SCORE|HO|213 Carnegie Center, P.O. Box 3003||Princeton|NJ|08543|||(609) 393-0505||http://princeton.score.org/chapters/princeton-score|info@scoreprinceton.org|06/03/2016
ED|SCORE|107199|282798|Purchase Area SCORE|Purchase Area SCORE|HO|501 Broadway, Suite B36| |Paducah,|KY|42001|||(270)442-5685||http://purchasearea.score.org/chapters/purchase-area-score|puducah@score-kentucky.or|12/28/2015
ED|SCORE|156732|323662|Putnam County NY SCORE|Putnam SCORE|HO|110 Old Route 6|Room 8, Building 3|Carmel|NY|10512-|||(845) 225-6030||http://putnamcounty.score.org/chapters/putnam-county-score|putnamscore@comcast.net|06/03/2016
ED|SCORE|107209|282808|Quad Cities SCORE|Quad Cities SCORE|HO|4703 16th Street|STE. G|Moline|IL|61265|||(309) 797-0082||www.qconline.com/business/score/|info@quadcitiesscore.org|01/31/2017
ED|SCORE|107362|282961|SCORE TriCounty|Pottstown SCORE|HO|244 High Street, Suite 102| |Pottstown|PA|19464|||(610) 327-2673||www.pottstownscore.org|info@pottstownscore.org|02/01/2017
ED|SCORE|107280|282879|PR & VI SCORE|PR & VI SCORE|HO|PO Box 191637| |San Juan|PR|00919-1637|||(787) 766-5572|||sjscore200@hotmail.com|04/30/2011
ED|SCORE|107194|282793|Mid-Florida SCORE|Th Villages & Ocala SCORE|HO|11962 Co Road 101 # 302| |The Villages|FL|32162|||(352) 399-0050||http://ocalathevillages.score.org/|villages-counseling@score440.org|06/02/2016
ED|SCORE|107277|282876|Ocean County SCORE|Ocean County SCORE|HO|33 Washington Street| |Toms River|NJ|08753|||(732) 505-6033||http://oceancounty.score.org/chapters/ocean-county-score|score150@verizon.net|07/17/2012
ED|SCORE|107292|282891|Philadelphia SCORE|Philadelphia SCORE|HO|105 N. 22nd Street||Philadelphia|PA|19103|||215)231-9880||www.scorephila.org|scorephila@yahoo.com|03/24/2014
ED|SCORE|107415|283014|Oklahoma City SCORE|Oklahoma City SCORE|HO|c/o SBA|301 NW 6th Street, Suite 116|Oklahoma City|OK|73102|||(405) 609-8004||http://oklahomacity.score.org/chapters/oklahoma-city-score|info@okcscore.org|06/03/2016
ED|SCORE|107311|282910|Ogden SCORE|Ogden SCORE|HO|The Ogden Business Information Center | 2036 Lincoln Avenue, Suite 105|Ogden|UT|84401-|||(801) 629-8613||http://ogden.score.org/chapters/ogden-score|ogdenscore158@netscape.net|07/12/2012
ED|SCORE|107323|282922|Greater Phoenix SCORE|Phoenix SCORE|HO|2828 N. Central Avenue #800||Phoenix|AZ|85004|||(602) 745-7250||http://greaterphoenix.score.org/|info@scorephoenix.org|07/10/2012
ED|SCORE|107323|472676|Greater Phoenix SCORE|PEORIA - Chapter 105-1|BO|8765 West Kelton Lane|#C-1|Peoria|AZ|85382|||||||12/13/2016
ED|SCORE|107323|472677|Greater Phoenix SCORE|GOODYEAR - Chapter 105-2|BO|Southwest Valley Chamber|289 Litchfield Road|Goodyear|AZ|85338|||||||12/13/2016
ED|SCORE|107323|472678|Greater Phoenix SCORE|GLENDALE - Chapter 105-3|BO|Glendale Chamber|7015 North 59th Avenue|Glendale|AZ|85301|||||||07/10/2012
ED|SCORE|107323|472679|Greater Phoenix SCORE|NORTH SCOTTSDALE - Chapter 105-4|BO|North Scottsdale Chamber|14201 North 87th Street|Scottsdale|AZ|85260|||||||12/13/2016
ED|SCORE|107323|472680|Greater Phoenix SCORE|SCOTTSDALE - Chapter 105-5|BO|Scottsdale Chamber|4725 North Scpttsdale Road #210|Scottsdale|AZ|85255|||||||12/13/2016
ED|SCORE|107323|472681|Greater Phoenix SCORE|FOUNTAIN HILLS - Chapter 105-6|BO|Fountain Hills Chamber|16837 East Palisades Blvd|Fountain Hills|AZ|85269|||||||12/13/2016
ED|SCORE|107323|472682|Greater Phoenix SCORE|ASBA - Chapter 105-7|BO|Arizona Small Business Association|4600 East Washington #340|Phoenix|AZ|85034|||||||12/13/2016
ED|SCORE|107323|472683|Greater Phoenix SCORE|MESA - Chapter 105-8|BO|1201 South Alma School Road|Suite 4800|Mesa|AZ|85210|||||www.evaz.scorechapter.org||12/13/2016
ED|SCORE|107323|472684|Greater Phoenix SCORE|AHWATUKEE - Chapter 105-9|BO|Ahwatukee Chamber|10235 South 51st Street, Suite 185|Phoenix|AZ|85044|||||||12/13/2016
ED|SCORE|107323|472685|Greater Phoenix SCORE|APACHE JUNCTION - Chapter 105-10|BO|Apache Junction Chamber|567 West Apache Trail|Apache Junction|AZ|85220|||||||12/13/2016
ED|SCORE|107323|472686|Greater Phoenix SCORE|CHANDLER - Chapter 105-11|BO|Chandler Chamber|25 South Arizona Place|Chandler|AZ|85225|||||||12/13/2016
ED|SCORE|107323|472687|Greater Phoenix SCORE|GILBERT - Chapter 105-12|BO|Gilbert Chamber|119 North Gilbert Road, Suite 101|Gilbert|AZ|85234|||||||12/13/2016
ED|SCORE|107323|472688|Greater Phoenix SCORE|QUEEN CREEK - Chapter 105-13|BO|Queen Creek Chamber|22411 South Ellsworth Road|Queen Creek|AZ|85242|||||||12/13/2016
ED|SCORE|252832|476093|Northwest Pennsylvania SCORE 0709|Northeast Pennsylvania SCORE|HO|Stegmaier Building, Suite 400M||Wilkes Barre|PA|18702-5241|||570 826 6502||http://northeastpennsylvania.score.org/chapters/northeast-pennsylvania|contact@nepascore.org|01/14/2016
ED|SCORE|107235|282834|South Metro SCORE|South Metro SCORE|HO|350 W. Burnsville Parkway|Suite 425|Burnsville|MN|55337-|||(952) 890-7020||http://southmetro.score.org/chapters/south-metro-score|southmetroscore@qwestoffice.net|10/06/2014
ED|SCORE|107410|283009|South Palm Beach SCORE|South Palm Beach SCORE|HO|7999 North Federal Highway Suite 201|Suite 201|Boca Raton|FL|33487|||(561) 981-5180||http://southpalmbeach.score.org/|info@scoresouthflorida.org|07/22/2012
ED|SCORE|242450|436535|Southern Arizona SCORE|Southern Arizona|HO|1400 W Speedway Blvd||Tucson|AZ|85745|||(520)505-3636||http://southernarizona.score.org/|score@dakotacom.net|06/03/2016
ED|SCORE|242450|472674|Southern Arizona SCORE|TUCSON - Chapter 689|BO|330 North Commerce Park Loop|Suite 160|Tucson|AZ|85745|||520-670-5008||||06/03/2016
ED|SCORE|242450|472675|Southern Arizona SCORE|GREEN VALLEY - Chapter 689-1|BO|222 West Esperanza Blvd||Green Valley|AZ|85614|||520-625-7575||||06/03/2016
ED|SCORE|107329|282928|Shenandoah Valley SCORE|Shenandoah Vly SCORE|HO|301 W. Main Street| |Waynesboro|VA|22980|||(540) 949-4423||http://shenandoahvly.score.org/chapters/shenandoah-valley-score|score427@ci.waynesboro.va.us|10/06/2014
ED|SCORE|107278|282877|Southwest Florida SCORE|Southwest Florida SCORE|HO|3650 Colonial Blvd. Suite 231||Fort Myers|FL|33966|||(239) 489-2935||http://southwestflorida.score.org/|score219@embarqmail.com|07/22/2012
ED|SCORE|107411|283010|Southwest Louisiana SCORE|Southwest Louisiana SCORE|HO|4310 Ryan Street| |Lake Charles|LA|70605|||(337)433-3632 ext.217||http://southwestlouisiana.score.org/chapters/southwest-louisiana-score|score@allianceswla.org|12/28/2015
ED|SCORE|107375|282974|St. Louis SCORE|St. Louis SCORE|HO|1222 Spruce Street Suite 10.103||St. Louis|MO|63103|||(314) 539-6602||http://stlouis.score.org/chapters/st-louis-score|counselors@stlscore.org|12/07/2015
ED|SCORE|107318|282917|Silicon Valley SCORE|Silicon Valley SCORE|HO|234 East Gish Road, Suite 100||San Jose|CA|95112|||1-408-453-6237||http://www.svscore.org/|info@svscore.org|07/21/2012
ED|SCORE|107240|282839|Spokane SCORE|Spokane SCORE|HO|801 W. Riverside Ave. #444| |Spokane|WA|99201-0908|||(509)353-2821||http://spokane.score.org/chapters/score-spokane|bmoreland@billiemoreland.com|07/10/2012
ED|SCORE|107234|282833|Michiana SCORE|South Bend SCORE|HO|1030 East Jefferson Blvd.| |South Bend|IN|46617||| (574) 310-8097||http://michiana.score.org/chapters/michiana-score|chair@southbend-score.org|10/02/2014
ED|SCORE|107236|282835|Southern Maryland SCORE|Southern Maryland SCORE|HO|134 Holiday Court|Suite 316|Annapolis|MD|21401|||(410) 266-9553||http://southernmaryland.score.org/chapters/southern-maryland-score|info@score390.org|12/30/2015
ED|SCORE|107239|282838|Space Coast SCORE|Space Coast SCORE|HO|Melbourne Professional Complex|1600 Sarno, Suite 205|Melbourne|FL|32935|||(321) 254-2288||http://spacecoast.score.org/|scorechapter400@bellsouth.net|12/30/2015
ED|SCORE|107232|282831|Northwest Louisiana SCORE|Shreveport SCORE|HO|400 Edwards Street Shreveport Chamber of Commerce| |Shreveport|LA|71101|||(318) 677-2500||http://northwestlouisiana.score.org/chapters/northwest-louisiana-score|franciscolicchio@aol.com|07/21/2012
ED|SCORE|107233|282832|Sioux City SCORE|Sioux City SCORE|HO|Federal Building|320 6th Street, Room 186|Sioux City|IA|51101|||(712) 277-2324||http://siouxcity.score.org/chapters/sioux-city-score|score104@qwestoffice.net|07/22/2012
ED|SCORE|107349|282948|Sioux Falls SCORE|Sioux Falls SCORE|HO|Business Information Center|2329 N. Career Avenue, Suite 105|Sioux Falls|SD|57107|||605)330-4243||http://siouxfalls.score.org/chapters/sioux-falls-score|siouxfallsscore@yahoo.com|12/28/2015
ED|SCORE|211700|378237|Greater Aiken SCORE|Greater Aiken SCORE|HO|121 Richland Avenue East| |Aiken|SC|29801|||803-641-1111||http://southcentralregion.score.org/chapters/southcentral-region-score|scrscore@aikenchamber.net|06/02/2016
ED|SCORE|107418|283017|South Central Iowa SCORE|South Central Iowa SCORE|HO|217 East Main Street||Ottumwa|IA|52501|||(641) 814-5907||http://southcentralia.score.org/chapters/south-central-score|bziegler@indianahills.edu|06/03/2016
ED|SCORE|107431|283030|South East Indiana SCORE|South East Indiana SCORE|HO|500 Franklin Street||Columbus|IN|47201|||(812) 379-4457||http://southeastindiana.score.org/chapters/south-east-indiana-score|chamberwelcome@columbusareachamber.com|07/21/2012
ED|SCORE|107159|282758|Las Vegas SCORE|Southern Nevada SCORE|HO|Bank of America Building|300 South Fourth Street, Suite 400|Las Vegas|NV|89101-|||(702) 388-6104||http://southernnevada.score.org/chapters/southern-nevada-score|info@scorelv.org|10/06/2014
ED|SCORE|107237|282836|Southern Utah SCORE|Southern Utah SCORE|HO|1071 E 100 S University Plaza, Bldg C||St. George|UT|84770|||(435) 705-4400||http://southernutah.score.org/chapters/southern-utah-score|sutah.score@scorevolunteer.org|01/11/2016
ED|SCORE|107243|282842|Springfield SCORE|Springfield SCORE|HO|3330 Ginger Creek Drive|Suite B South|Springfield|IL|62711||| (217)793-5020 ext.111||http://springfieldil.score.org/chapters/springfield-score|score571@aol.com|07/22/2012
ED|SCORE|107241|282840|SW Missouri SCORE|Springfield SCORE|HO|405 N. Jefferson Ave.| |Springfield|MO|65806|||(417) 890-8501ext.218||http://springfieldmo.score.org/|springfieldscore@sbcglobal.net|06/03/2016
ED|SCORE|107338|282937|St. Paul SCORE|St. Paul SCORE|HO|2355 Highway 36 W STE 400| |St. Paul|MN|55113|||(651) 632-8937||http://stpaul.score.org/chapters/st-paul-score|stpaul@score-mn.org|12/30/2015
ED|SCORE|107220|282819|SW Illinois SCORE|SW Illinois SCORE|HO|5800 Godfrey Road||Godfrey|IL|62035|||(618) 467-2280||http://swillinois.score.org/chapters/sw-illinois-score|score@lc.edu|07/22/2012
ED|SCORE|107385|282984|Rapid City SCORE|Rapid City SCORE|HO|730 E. Watertown Street||Rapid City|SD|57701|||(605) 394-1707||http://rapidcity.score.org/chapters/rapid-city-score|ehaverly@tie.net|10/06/2014
ED|SCORE|107222|282821|Sacramento SCORE|Sacramento SCORE|HO|6501 Sylvan Road| |Citrus Heights|CA|95610|||(916) 635-9085||http://sacramento.score.org/|info@sacscore.org|12/30/2015
ED|SCORE|107218|282817|SE Minnesota SCORE|SE Minnesota SCORE|HO|Rochester Chamber of Commerce|220 S. Broadway, Suite 100|Rochester|MN|55904-|||(507) 200-0760||http://seminnesota.score.org/chapters/se-minnesota-score.org|info@score-rochester.org|12/30/2015
ED|SCORE|161656|328706|S Central Wisconsin SCORE|S Central Wisconsin SCORE 680|HO|Juneau Co. Economic Dev. Corp|122 Main Street, PO Box 322|Camp Douglas|WI|54618|||608-427-2070|||jcedc@mwt.net|04/30/2011
ED|SCORE|107272|282871|San Antonio SCORE|San Antonio SCORE|HO|615 East Houston Street||San Antonio|TX|78205|||(210) 829-5776||http://sanantonio.score.org/chapters/san-antonio-score|info@sanantonioscore.org|12/28/2015
ED|SCORE|107272|282871|San Antonio SCORE|San Antonio SCORE|HO|615 East Houston Street||San Antonio|TX|78205|||(210)403-5931||http://sanantonio.score.org/chapters/san-antonio-score|info@sanantonioscore.org|12/28/2015
ED|SCORE|107226|282825|San Diego SCORE|San Diego SCORE|HO|550 W C ST STE 550||San Diego|CA|92101|||(619) 557-7272||http://sandiego.score.org/|score@score-sandiego.org|07/21/2012
ED|SCORE|107227|282826|San Francisco SCORE|San Francisco SCORE|HO|455 Market Street|6th Floor|San Francisco|CA|94105|||(415) 764-4964||http://sanfrancisco.score.org/|sfscore@sfscore.org|12/03/2015
ED|SCORE|107335|282934|Richmond SCORE|Richmond SCORE|HO|400 N. 8th Street Federal Building| |Richmond|VA|23219|||(804) 350-3569||http://richmond.score.org/chapters/richmond-score|information@richmondscore.org|12/07/2015
ED|SCORE|107214|282813|Roanoke SCORE|Roanoke SCORE|HO|105 Franklin RD SW, Suite 150||Roanoke|VA|24011|||540-857-2834||http://roanoke.score.org/chapters/roanoke-score|info@scoreroanokeva.org|07/10/2012
ED|SCORE|107412|283011|Southern New Jersey SCORE|S New Jersey SCORE|HO|3000 Atrium Way Suite 250||Mount Laurel|NJ|08054|||(856) 457-8372||http://southernnewjersey.score.org/chapters/southern-new-jersey-score|info@score254.org|06/03/2016
ED|SCORE|107428|283027|Greater Binghamton SCORE|S Tier Binghamton SCORE|HO|P.O. Box 41| |Bible School Park|NY|13737|||(607) 772-8860||http://greaterbinghamton.score.org/chapters/greater-binghamton-score.org|writter@stny.rr.com|12/28/2015
ED|SCORE|242449|436534|San Juan Metro|San Juan Metro|HO|U.S. Small Business Admin. Office|273 Avenida Ponce De Leon Suite 510|San Juan|PR|00917|||(787)766-5572||http://sanjuanmetro.score.org/chapters/san-juan-metro|scorepuertorico@yahoo.com|06/03/2016
ED|SCORE|107228|282827|San Luis Obispo SCORE|San Luis Obispo SCORE|HO|4251 S. Higuera Road, Suite 800| |San Luis Obispo|CA|93401|||(805) 547-0779||http://sanluisobispo.score.org/|info@sloscore.org|01/14/2016
ED|SCORE|107387|282986|Sandhills Area SCORE 0364|Sandhills Area SCORE|HO| Moore County Chamber of Commerce|10677 Highway 15-501|Southern Pines|NC|28387|||(910) 420-0121||http://sandhills.score.org/chapters/sandhills-score|jbkelley@nc.rr.com|12/28/2015
ED|SCORE|107372|282971|Salem SCORE|Salem SCORE|HO|922 NW Circle Blvd, Suite 160, #327| |Corvallis|OR|97330|||(503) 370-2896||http://salem.score.org/chapters/salem-score|SCORE460@gmail.com|01/11/2016
ED|SCORE|107215|282814|Greater Rochester SCORE|Rochester SCORE|HO|601 Keating Federal Building|100 State Street, Room 410|Rochester|NY|14614|||(585) 263-6473||http://greaterrochester.score.org/chapters/rochester-score|scorerochester@frontiernet.net|10/06/2014
