Validprtprimcattyp|Validprtsubcattyp|Prtid|Locid|Prtlglnm|Prtlocnm|Validloctyp|Phyaddrstr1txt|Phyaddrstr2txt|Phyaddrctynm|PhyAddrStCd|Phyaddrpostcd|Geolattude|Geolngtude|Phone|Fax|Web|Email|Lastupdtdt
ED|SBDC|83287|484832|Maine SBDC~University of Southern Maine (USM)|Maine SBDC ~ Maine Ctr for Enterprise Development|BO|501 Forest Avenue||Portland|ME|04103|||207-228-8524||||01/04/2013
ED|SBDC|83268|437157|Arizona Small Business Development Center  ~ Maricopa County Community Colleges  |Arizona Small Business Development Center ~ Gila - Pueblo Campus - Satellite|BO|8274 Six Shoot Canyon| |Globe|AZ|85547|||||||02/17/2012
ED|SBDC|83268|249453|Arizona Small Business Development Center  ~ Maricopa County Community Colleges  |Arizona Small Business Development Center ~ Maricopa County Community Colleges|HO|2411 West 14th Street|Suite 132|Tempe|AZ|85281|||||||02/17/2012
ED|SBDC|83268|249454|Arizona Small Business Development Center  ~ Maricopa County Community Colleges  |Arizona Small Business Development Center ~ Arizona Western College  SBDC|BO|1351 South Redondo Center Drive|Suite 101|Yuma|AZ|85364|||928-317-6151||||02/17/2012
ED|SBDC|83268|249455|Arizona Small Business Development Center  ~ Maricopa County Community Colleges  |Arizona Small Business Development Center ~ Central Arizona College ~ Pinal County SBDC|BO|540 N. Camino Mercado|Suite 104|Casa Grande|AZ|85222|||||||02/17/2012
ED|SBDC|83268|249456|Arizona Small Business Development Center  ~ Maricopa County Community Colleges  |Arizona Small Business Development Center ~ Cochise College SBDC|BO|901 N. Colombo|Room 717|Sierra Vista|AZ|85635||||| http://www.cochise.edu/sbdc/||07/29/2013
ED|SBDC|83268|249457|Arizona Small Business Development Center  ~ Maricopa County Community Colleges  |Arizona Small Business Development Center ~ Coconino County Community College SBDC ~ Flagstaff|BO|3000 North 4th Street|Suite 17|Flagstaff|AZ|86004|||||||02/17/2012
ED|SBDC|83268|249458|Arizona Small Business Development Center  ~ Maricopa County Community Colleges  |Arizona Small Business Development Center ~ Gila Community College SBDC ~ Payson Satellite|BO|201 Mud Springs Road| |Payson|AZ|85547-0359|||||||02/17/2012
ED|SBDC|83268|249459|Arizona Small Business Development Center  ~ Maricopa County Community Colleges  |Arizona Small Business Development Center ~ Eastern Arizona College/Thatcher SBDC|BO|615 North Stadium Avenue| |Thatcher|AZ|85552-0769|||||||02/17/2012
ED|SBDC|83268|249460|Arizona Small Business Development Center  ~ Maricopa County Community Colleges  |Arizona Small Business Development Center ~ Maricopa Community Colleges|BO|2400 N. Central|Suite 104|Phoenix|AZ|85004|||||||02/17/2012
ED|SBDC|83268|249462|Arizona Small Business Development Center  ~ Maricopa County Community Colleges  |Arizona Small Business Development Center ~ Mohave Community College SBDC ~  Bullhead Center|BO|1971 Jagerson Avenue| |Kingman|AZ|86409|||||||02/17/2012
ED|SBDC|83268|249464|Arizona Small Business Development Center  ~ Maricopa County Community Colleges  |Arizona Small Business Development Center ~ Northland Pioneer College SBDC ~Show Low|BO|1001 Deuce of Clubs| |Show Low|AZ|85901|||||||02/17/2012
ED|SBDC|83268|249472|Arizona Small Business Development Center  ~ Maricopa County Community Colleges  |Arizona Small Business Development Center ~ Yavapai College SBDC ~ Prescott|BO|240 S. Montezuma Street|Suite 105|Prescott|AZ|86301|||||||02/17/2012
ED|SBDC|83268|477648|Arizona Small Business Development Center  ~ Maricopa County Community Colleges  |Arizona Small Business Development Center ~ Pima Community College SBDC - Tucson|BO|401 N. Bonita Avenue|Suite A-250|Tucson|AZ|85709|||520-206-6355||||03/03/2017
ED|SBDC|83292|249949|Montana Small Business Development Center ~ Montana Department of Commerce|Montana Small Business Development Center ~ Montana Department of Commerce|HO|301 S. Park Ave.| |Helena|MT|59601|||||||01/28/2016
ED|SBDC|83292|249950|Montana Small Business Development Center ~ Montana Department of Commerce|Montana Small Business Development Center ~Billings SBDC|BO|222 North 32nd|Suite 200|Billings|MT|59101|||||||01/28/2016
ED|SBDC|83292|249951|Montana Small Business Development Center ~ Montana Department of Commerce|Montana Small Business Development Center ~Bozeman SBDC|BO|2310 University Way|Building 2, Room 111|Bozeman|MT|59715|||406-522-9234||||01/28/2016
ED|SBDC|83292|249952|Montana Small Business Development Center ~ Montana Department of Commerce|Montana Small Business Development Center ~Butte SBDC|BO|65 East Broadway||Butte|MT|59701|||||||01/28/2016
ED|SBDC|83292|249953|Montana Small Business Development Center ~ Montana Department of Commerce|Montana Small Business Development Center ~Colstrip SBDC|BO|6200 Main Street| |Colstrip|MT|59323|||||||01/28/2016
ED|SBDC|83292|249954|Montana Small Business Development Center ~ Montana Department of Commerce|Montana Small Business Development Center ~Great Falls Development Authority|BO|300 Central Avenue| |Great Falls|MT|59401|||||||05/24/2011
ED|SBDC|83292|249955|Montana Small Business Development Center ~ Montana Department of Commerce|Montana Small Business Development Center ~Havre SBDC|BO|48 2nd Avenue| |Havre|MT|59501|||||||01/28/2016
ED|SBDC|83292|249956|Montana Small Business Development Center ~ Montana Department of Commerce|Montana Small Business Development Center ~Helena SBDC|BO|1115 N Roberts Street| |Helena|MT|59601|||406-447-6376|||Brandon.Orr@UMHelena.edu|01/28/2016
ED|SBDC|83292|249957|Montana Small Business Development Center ~ Montana Department of Commerce|Montana Small Business Development Center ~Kalispell SBDC|BO|777 Grandview Drive| |Kalispell|MT|59901|||||||01/28/2016
ED|SBDC|83292|249958|Montana Small Business Development Center ~ Montana Department of Commerce|Montana Small Business Development Center ~Missoula SBDC|BO|32 Campus Drive| |Missoula|MT|59812|||||||01/28/2016
ED|SBDC|83292|249959|Montana Small Business Development Center ~ Montana Department of Commerce|Montana Small Business Development Center ~Wolf Point SBDC|BO|233 Cascade| |Wolf Point|MT|59201|||||||01/28/2016
ED|SBDC|83289|249884|Minnesota SBDC ~ Minnesota Department of Employment & Economic Development|Minnesota Department of Employment & Economic Development - Minnesota SBDC State Office|HO|332 Minnesota Street| Suite E200|St. Paul|MN|55101|||651-259-7423||http://www.mnsbdc.com|lyle.wright@state.mn.us|05/17/2013
ED|SBDC|83289|249885|Minnesota SBDC ~ Minnesota Department of Employment & Economic Development|Northwest Minnesota SBDC|BO|201 3rd Street NW, 203||Bemidji|MN|56601|||218-755-4255||http://www.nwsbdc.com||02/18/2014
ED|SBDC|83289|249886|Minnesota SBDC ~ Minnesota Department of Employment & Economic Development|North Central Minnesota SBDC|BO|501 West College Drive| |Brainerd|MN|56401|||218-855-8142||http://www.mnsbdc.com||05/17/2013
ED|SBDC|83289|249887|Minnesota SBDC ~ Minnesota Department of Employment & Economic Development|Northeast Minnesota SBDC|BO|11 East Superior Street|Suite 210|Duluth|MN|55802|||218-726-7298||http://www.umdced.com||05/17/2013
ED|SBDC|83289|249893|Minnesota SBDC ~ Minnesota Department of Employment & Economic Development|South Central Minnesota SBDC|BO|1536 Warren Street|120 Alumni & Foundation Center|Mankato|MN|56001|||507-389-8875||http://www.myminnesotabusiness.com||11/07/2016
ED|SBDC|83289|249894|Minnesota SBDC ~ Minnesota Department of Employment & Economic Development|Southwest Minnesota SBDC|BO|1501 State Street|ST 201|Marshall|MN|56258|||507-537-7386||http://www.smsu.edu/sbdc||05/17/2013
ED|SBDC|83289|249896|Minnesota SBDC ~ Minnesota Department of Employment & Economic Development|Twin Cities Metro SBDC|BO|1000 LaSalle Ave|TMH 100|Minneapolis|MN|55403|||651-962-4500||http://www.mnsbdc.com||05/17/2013
ED|SBDC|83289|249897|Minnesota SBDC ~ Minnesota Department of Employment & Economic Development|West Central Minnesota SBDC|BO|901 8th Street South||Moorhead|MN|56562|||218-299-3037||||02/18/2014
ED|SBDC|83289|249900|Minnesota SBDC ~ Minnesota Department of Employment & Economic Development|Southeast Minnesota SBDC|BO|1926 College View Drive SE|Heintz Center|Rochester|MN|55904|||507-285-7436||http://www.mnsbdc.com||05/17/2013
ED|SBDC|83289|249902|Minnesota SBDC ~ Minnesota Department of Employment & Economic Development|Central Minnesota SBDC|BO|355 5th Avenue South||St. Cloud|MN|56301|||320-308-4842||http://www.stcloudstate.edu/sbdc||05/17/2013
ED|SBDC|83302|437154|Oklahoma Small Business Development Center ~ Southeastern Oklahoma State University |OKSBDC ~ Northeastern Region|BO|OSU Tulsa Helmerich Research Center|526 N. Elgin Avenue|Tulsa|OK|74106|||580.745.2877||||03/29/2017
ED|SBDC|83302|250116|Oklahoma Small Business Development Center ~ Southeastern Oklahoma State University |Oklahoma Small Business Development Center ~ Southeastern Oklahoma State University -State Office|HO|301 W University Blvd||Durant|OK|74701|||580.745.2955|||wcarter@se.edu|11/03/2016
ED|SBDC|83302|250116|Oklahoma Small Business Development Center ~ Southeastern Oklahoma State University |Oklahoma Small Business Development Center ~ Southeastern Oklahoma State University -State Office|HO|301 W University Blvd||Durant|OK|74701|||580.745.2877|||wcarter@se.edu|06/20/2017
ED|SBDC|83302|250119|Oklahoma Small Business Development Center ~ Southeastern Oklahoma State University |Oklahoma SBDC ~ Southeastern Oklahoma State University|BO|Southeastern Region|  301 W University Blvd|Durant|OK|74701|||580.745.2877||||03/06/2017
ED|SBDC|83302|250120|Oklahoma Small Business Development Center ~ Southeastern Oklahoma State University |Oklahoma SBDC - High Plains Technology Center|BO|3921 34th St||Woodward|OK|73801||| 	580.745.2877||||06/20/2017
ED|SBDC|83302|250122|Oklahoma Small Business Development Center ~ Southeastern Oklahoma State University |Oklahoma SBDC ~ Lawton Satellite|BO|Lawton Region|501 SW C Ave., Suite 307|Lawton|OK|73501|||580.745.2877||||06/20/2017
ED|SBDC|83302|250124|Oklahoma Small Business Development Center ~ Southeastern Oklahoma State University |Oklahoma SBDC - Rose State College|BO|1720 Hudiburg Drive|Professional Training and Education Ctr|Midwest City|OK|73110|||405-733-7348||||11/10/2016
ED|SBDC|83302|250125|Oklahoma Small Business Development Center ~ Southeastern Oklahoma State University |OKSBDC ~ Edmond Chamber of Commerce|BO|825 East 2nd Street #100||Edmond|OK|73034|||405.745.2877||||06/20/2017
ED|SBDC|83302|250126|Oklahoma Small Business Development Center ~ Southeastern Oklahoma State University |Oklahoma SBDC - Moore Office|BO|224 S Chestnut Ave||Moore|OK|73160|||580.745.2877||||06/20/2017
ED|SBDC|83302|506988|Oklahoma Small Business Development Center ~ Southeastern Oklahoma State University |Oklahoma SBDC - OSU Center for Technology Commercialization|BO|526 N Elgin Ave||Tulsa|OK|74106|||918.594.8676||||11/10/2016
ED|SBDC|83302|499415|Oklahoma Small Business Development Center ~ Southeastern Oklahoma State University |Oklahoma SBDC - OSU Center for Technology Commercialization|BO|OSU Innovation Center|1201 S. Innovation Way, Suite 340|Stillwater|OK|74074|||580.745.2877|||ryan.redding@oksbdc.org|06/20/2017
ED|SBDC|83302|507359|Oklahoma Small Business Development Center ~ Southeastern Oklahoma State University |Oklahoma SBDC - Eastern Oklahoma State College|BO|1301 W. Main Street||Wilburton|OK|74578|||918-465-2361||||11/10/2016
ED|SBDC|83302|507360|Oklahoma Small Business Development Center ~ Southeastern Oklahoma State University |Oklahoma SBDC - OSU Cooperative Extension Services|BO|Oklahoma Coop Extension Service|601 E. Robinson St|Norman|OK|73071|||580.745.2877||||06/20/2017
ED|SBDC|83302|507361|Oklahoma Small Business Development Center ~ Southeastern Oklahoma State University |Oklahoma SBDC - OSU Cooperative Extension Services|BO|Oklahoma Coop Extension Service|314 S. Broadway, Ste. 101|Ada|OK|74820|||580.745.2877||||06/20/2017
ED|SBDC|83302|489729|Oklahoma Small Business Development Center ~ Southeastern Oklahoma State University |Oklahoma SBDC - International Trade Center at OSU|BO|103 Wes Watkins Center||Stillwater|OK|74078|||405-744-4272|||anthony.cambas@okstate.edu|11/10/2016
ED|SBDC|242666|437248|California SBDC ~ San Diego ~ San Diego and Imperial Regional SBDC ~Southwestern Community College~San Diego|California SBDC ~ San Diego ~ San Diego and Imperial Region SBDC |BO|880 National City Blvd.|Suite 103|National City|CA|91950|||||||08/25/2016
ED|SBDC|242666|437249|California SBDC ~ San Diego ~ San Diego and Imperial Regional SBDC ~Southwestern Community College~San Diego|California SBDC ~ San Diego ~ San Diego and Imperial Region SBDC ~ North San Diego County SBDC|BO|2075 Las Palmas Dr| |Carlsbad|CA|92011|||||||08/25/2016
ED|SBDC|242666|437250|California SBDC ~ San Diego ~ San Diego and Imperial Regional SBDC ~Southwestern Community College~San Diego|California SBDC ~ San Diego ~ San Diego and Imperial Region SBDC ~ Imperial Valley SBDC|BO|1405 N. Imperial Ave||El Centro|CA|92243|||||||08/25/2016
ED|SBDC|242666|437226|California SBDC ~ San Diego ~ San Diego and Imperial Regional SBDC ~Southwestern Community College~San Diego|California SBDC ~ San Diego ~ San Diego and Imperial Region SBDC ~ Southwestern Community College|HO|880 National City Blvd||National City|CA|91950|||(619)482-6388||www.sdivsbdc.org||08/25/2016
ED|SBDC|83297|250001|New Jersey Small Business Development Center ~ Rutgers Business School|New Jersey Small Business Development Center ~ Rutgers Business School|HO|1 Washington Park| |Newark|NJ|07102|||||||05/31/2011
ED|SBDC|83297|250002|New Jersey Small Business Development Center ~ Rutgers Business School|New Jersey Small Business Development Center ~ Rutgers, The State University of New Jersey Campus at Camden|BO|419 Cooper Street| |Camden|NJ|08102|||||||05/31/2011
ED|SBDC|83297|250004|New Jersey Small Business Development Center ~ Rutgers Business School|New Jersey Small Business Development Center ~ New Jersey City University|BO|285 Westside Ave.|Suites 189-191|Jersey City|NJ|07305-1520|||||||05/31/2011
ED|SBDC|83297|250005|New Jersey Small Business Development Center ~ Rutgers Business School|New Jersey Small Business Development Center ~ Brookdale Community College|BO|765 Newman Springs Road| |Lincroft|NJ|07738|||||||05/31/2011
ED|SBDC|83297|250006|New Jersey Small Business Development Center ~ Rutgers Business School|New Jersey Small Business Development Center ~ Richard Stockton College|BO|35 South MLK Blvd.| |Atlantic City|NJ|08401|||||||05/31/2011
ED|SBDC|83297|250007|New Jersey Small Business Development Center ~ Rutgers Business School|New Jersey Small Business Development Center ~ NJSBDC Specialty Programs|BO|25 James Street| |Newark|NJ|07102-1897|||||||05/31/2011
ED|SBDC|83297|250008|New Jersey Small Business Development Center ~ Rutgers Business School|New Jersey Small Business Development Center ~ Rutgers, The State University of New Jersey Campus at Newark|BO|25 James Street| |Newark|NJ|07102-1897|||||||09/01/2011
ED|SBDC|83297|250009|New Jersey Small Business Development Center ~ Rutgers Business School|New Jersey Small Business Development Center ~ Raritan Valley Community College|BO|14 Vogt Drive| |Bridgewater|NJ|08807|||||||05/31/2011
ED|SBDC|83297|250010|New Jersey Small Business Development Center ~ Rutgers Business School|New Jersey Small Business Development Center ~ Bergen Community College|BO|505 Ramapo College Road|Anisfield School of Business|Mahwah|NJ|07430|||||||02/12/2017
ED|SBDC|83297|250012|New Jersey Small Business Development Center ~ Rutgers Business School|New Jersey Small Business Development Center ~ The College of  NJ|BO|2000 Pennington Ave|Forcina Hall 447|Ewing|NJ|08628|||||||05/31/2011
ED|SBDC|83297|250013|New Jersey Small Business Development Center ~ Rutgers Business School|New Jersey Small Business Development Center ~ Kean University|BO|1000 Morris Avenue|Willis 301|Union|NJ|07083|||||||05/31/2011
ED|SBDC|83297|250014|New Jersey Small Business Development Center ~ Rutgers Business School|New Jersey Small Business Development Center ~ NJSBDC of Northwest Jersey|BO|207 Main st|Rear entrance|Hackettstown|NJ|07840|||||||05/31/2011
ED|SBDC|83297|250015|New Jersey Small Business Development Center ~ Rutgers Business School|New Jersey Small Business Development Center ~ William Paterson University|BO|300 Pompton Road| |Wayne|NJ|07470|||||||05/31/2011
ED|SBDC|83297|492965|New Jersey Small Business Development Center ~ Rutgers Business School|NJSBDC at Rutgers New Brunswick|BO|100 Joyce Kilmer Avenue||Piscataway|NJ|08854|||||||04/26/2013
ED|SBDC|83298|437294|New Mexico Small Business Development Center ~ Santa Fe Community College|University of New Mexico/Los Alamos Sandoval County SBDC|BO|282 Camino del Pueblo|Suite 2A|Bernalillo|NM|87004-5925|||505-867-5066||http://www.nmsbdc.org/||11/18/2013
ED|SBDC|83298|250016|New Mexico Small Business Development Center ~ Santa Fe Community College|New Mexico SBDC Lead Center|HO|6401 Richards Avenue| |Santa Fe|NM|87508-4487|||505-428-1362 ||http://www.nmsbdc.org/||11/18/2013
ED|SBDC|83298|250017|New Mexico Small Business Development Center ~ Santa Fe Community College|New Mexico State University/Alamogordo SBDC|BO|2400 North Scenic Drive| |Alamogordo|NM|88310-3722|||575-439-3660||http://www.nmsbdc.org/||11/18/2013
ED|SBDC|83298|250018|New Mexico Small Business Development Center ~ Santa Fe Community College|Central New Mexico Community College SBDC|BO|5600 Eagle Rock Ave NE||Albuquerque|NM|87113|||505-224-5250||http://www.nmsbdc.org/||02/01/2016
ED|SBDC|83298|250020|New Mexico Small Business Development Center ~ Santa Fe Community College|New Mexico State University/Carlsbad SBDC|BO|221 South Canyon| |Carlsbad|NM|88220-5734|||575-885-9531||http://www.nmsbdc.org/||11/18/2013
ED|SBDC|83298|250021|New Mexico Small Business Development Center ~ Santa Fe Community College|Clovis Community College SBDC|BO|417 Schepps Boulevard| |Clovis|NM|88101-8345|||575-769-4136||http://www.nmsbdc.org/||11/18/2013
ED|SBDC|83298|250022|New Mexico Small Business Development Center ~ Santa Fe Community College|Northern New Mexico Community College SBDC|BO|1027 North Railroad Avenue| |Espanola|NM|87532|||505-747-2236||http://www.nmsbdc.org/||11/18/2013
ED|SBDC|83298|250023|New Mexico Small Business Development Center ~ Santa Fe Community College|San Juan College SBDC|BO|5105 College Boulevard| |Farmington|NM|87402-4709|||505-566-3528||http://www.nmsbdc.org/||11/18/2013
ED|SBDC|83298|250024|New Mexico Small Business Development Center ~ Santa Fe Community College|University of New Mexico/Gallup SBDC|BO|106 West Highway 66| |Gallup|NM|87301-6225|||505-722-2220||http://www.nmsbdc.org/||11/18/2013
ED|SBDC|83298|250025|New Mexico Small Business Development Center ~ Santa Fe Community College|New Mexico State University/Grants SBDC|BO|701 East Roosevelt Avenue| |Grants|NM|87020-2113|||505-287-8221||http://www.nmsbdc.org/||11/18/2013
ED|SBDC|83298|250026|New Mexico Small Business Development Center ~ Santa Fe Community College|New Mexico Junior College SBDC|BO|1 Thunderbird Circle| |Hobbs|NM|88240|||575-492-4700||http://www.nmsbdc.org/||11/18/2013
ED|SBDC|83298|250027|New Mexico Small Business Development Center ~ Santa Fe Community College|New Mexico State University Dona Ana SBDC|BO|2345 East Nevada Avenue|Suite 101|Las Cruces|NM|88001|||575-527-7676||http://www.nmsbdc.org/||11/18/2013
ED|SBDC|83298|250028|New Mexico Small Business Development Center ~ Santa Fe Community College|Luna Community College SBDC|BO|366 Luna Drive| |Las Vegas|NM|87701-9838|||505-454-2582||http://www.nmsbdc.org/||11/18/2013
ED|SBDC|83298|250029|New Mexico Small Business Development Center ~ Santa Fe Community College|University of New Mexico/Los Alamos SBDC|BO|4000 University Drive||Los Alamos|NM|87544-4006|||505-662-0337||http://www.nmsbdc.org/||11/18/2013
ED|SBDC|83298|250030|New Mexico Small Business Development Center ~ Santa Fe Community College|University of New Mexico/Valencia SBDC|BO|280 La Entrada| |Los Lunas|NM|87031-7633|||505-925-8980||http://www.nmsbdc.org/||11/18/2013
ED|SBDC|83298|250031|New Mexico Small Business Development Center ~ Santa Fe Community College|Eastern New Mexico University SBDC|BO|20 West Mathis Street| |Roswell|NM|88202-6000|||575-624-7133||http://www.nmsbdc.org/||11/18/2013
ED|SBDC|83298|250032|New Mexico Small Business Development Center ~ Santa Fe Community College|Santa Fe Community College SBDC|BO|1950 Siringo Rd| |Santa Fe|NM|87505|||505-428-1343||http://www.nmsbdc.org/||02/01/2016
ED|SBDC|83298|250033|New Mexico Small Business Development Center ~ Santa Fe Community College|Western New Mexico University SBDC|BO|500 18th Street| |Silver City|NM|88062-2672|||575-538-6320||http://www.nmsbdc.org/||11/18/2013
ED|SBDC|83298|250034|New Mexico Small Business Development Center ~ Santa Fe Community College|Mesalands Community College SBDC|BO|911 South 10th| |Tucumcari|NM|88401-3352|||575-461-4413 x140||http://www.nmsbdc.org/||11/18/2013
ED|SBDC|83298|467632|New Mexico Small Business Development Center ~ Santa Fe Community College|University of New Mexico/Taos SBDC|BO|115 Civic Plaza Drive| |Taos|NM|87571-7400|||575-737-6214||http://www.nmsbdc.org/||11/18/2013
ED|SBDC|83314|437184|Utah Small Business Development Center ~ Utah State University|Brigham City SBDC - Utah State University|BO|195 West 1100 South, Room 170||Brigham City|UT|84302|||||http://www.utahsbdc.org||03/08/2017
ED|SBDC|83314|437185|Utah Small Business Development Center ~ Utah State University|Tooele SBDC - Utah State University|BO|1021 West Vine Street Rm. 178| |Tooele|UT|84074|||435-843-6611||http://www.utahsbdc.org|ahousley@trilobyte.net|03/08/2017
ED|SBDC|83314|250292|Utah Small Business Development Center ~ Utah State University|Sandy Center ~ Salt Lake Community College|HO|195 West 1100 South ||Brigham City|UT|84302|||||http://www.utahsbdc.org||03/09/2017
ED|SBDC|83314|250293|Utah Small Business Development Center ~ Utah State University|Blanding SBDC - Utah State University|BO|715 West 200 South| |Blanding|UT|84511|||435-678-8102||http://www.utahsbdc.org||03/08/2017
ED|SBDC|83314|250294|Utah Small Business Development Center ~ Utah State University|Cedar City SBDC - Southern Utah University|BO|77 North Main Street| |Cedar City|UT|84720|||435-865-7707||http://www.utahsbdc.org||03/08/2017
ED|SBDC|83314|250295|Utah Small Business Development Center ~ Utah State University|Ephraim SBDC - Snow College|BO|151 South Main Street, Room 159| |Ephraim|UT|84627|||435-283-7376||http://www.utahsbdc.org||03/08/2017
ED|SBDC|83314|250296|Utah Small Business Development Center ~ Utah State University|Logan SBDC - Utah State University|BO|East Campus Office Bldg. R124|1300 East 700 North|Logan|UT|84322|||435-797-2277||http://www.utahsbdc.org||03/08/2017
ED|SBDC|83314|250298|Utah Small Business Development Center ~ Utah State University|Ogden SBDC - Weber State University|BO|3806 University Circle| Wattis Bldg. Room 218|Ogden|UT|84408|||801-626-7232||http://www.utahsbdc.org||03/08/2017
ED|SBDC|83314|250299|Utah Small Business Development Center ~ Utah State University|Orem SBDC - Utah Valley State College|BO|812 West 1250 South, Room 110||Orem|UT|84058|||801-863-8230||http://www.utahsbdc.org||03/08/2017
ED|SBDC|83314|250300|Utah Small Business Development Center ~ Utah State University|e SBDC - Utah State University|BO|451 East 400 North| |Price|UT|84501|||435-613-5443||http://www.utahsbdc.org||03/08/2017
ED|SBDC|83314|250302|Utah Small Business Development Center ~ Utah State University|Salt Lake SBDC - Salt Lake Community College|BO|Miller Campus - MCPC 202| 9750 South 300 West|Sandy|UT|84070|||801-957-5441||http://www.utahsbdc.org||03/08/2017
ED|SBDC|83314|250303|Utah Small Business Development Center ~ Utah State University|St. George SBDC - Dixie State College|BO|1071 E. 100 S., Suite C7| |St. George|UT|84770|||435-652-7741||http://www.utahsbdc.org||03/08/2017
ED|SBDC|83314|250304|Utah Small Business Development Center ~ Utah State University|Vernal SBDC - Utah State University Extension Office|BO|320 North Aggie Blvd.| |Vernal|UT|84078|||435-789-6100||http://www.utahsbdc.org||03/08/2017
ED|SBDC|83314|484390|Utah Small Business Development Center ~ Utah State University|Richfield SBDC - Snow College|BO|800 West 200 South|Portable 2-A|Richfield|UT|84701|||435-893-2252||http://www.utahsbdc.org||03/08/2017
ED|SBDC|83314|484391|Utah Small Business Development Center ~ Utah State University|Kaysville SBDC - Davis Applied Technology College|BO|450 Simmons Way (550 E 200 S)||Kaysville|UT|84037|||801-593-2115||http://www.utahsbdc.org||03/08/2017
ED|SBDC|83314|484391|Utah Small Business Development Center ~ Utah State University|Kaysville SBDC - Davis Applied Technology College|BO|450 Simmons Way (550 E 200 S)||Kaysville|UT|84037|||801-643-0424||http://www.utahsbdc.org||03/08/2017
ED|SBDC|83275|437000|Georgia Small Business Development Center ~ The University of Georgia |Georgia Small Business Development Center ~The University of Georgia ~  Gwinnett Office|BO|2530 Sever Road|Suite 202|Lawrenceville|GA|30043|||||||02/11/2012
ED|SBDC|83275|249590|Georgia Small Business Development Center ~ The University of Georgia |Georgia Small Business Development Center ~ The University of Georgia|HO|1180 E Broad Street ||Athens|GA|30602-5412|||||||02/17/2012
ED|SBDC|83275|249591|Georgia Small Business Development Center ~ The University of Georgia |Georgia Small Business Development Center ~The University of Georgia ~ - Albany Office|BO|125 Pine Ave.|Suite 142|Albany|GA|31701|||||||02/11/2012
ED|SBDC|83275|249592|Georgia Small Business Development Center ~ The University of Georgia |Georgia Small Business Development Center ~The University of Georgia ~  Athens |BO|1180 E Broad Street ||Athens|GA|30602-5412|||||||02/17/2012
ED|SBDC|83275|249593|Georgia Small Business Development Center ~ The University of Georgia |Georgia Small Business Development Center ~Georgia State University ~ SBDC - Atlanta Office|BO|75 Piedmont Ave, NE|Suite 700|Atlanta|GA|30303|||||||06/28/2016
ED|SBDC|83275|249594|Georgia Small Business Development Center ~ The University of Georgia |Georgia Small Business Development Center ~The University of Georgia ~ SBDC - Augusta Office|BO|1454 Greene St.||Augusta|GA|30903|||||||07/07/2017
ED|SBDC|83275|249595|Georgia Small Business Development Center ~ The University of Georgia |Georgia Small Business Development Center ~The University of Georgia ~ SBDC - Brunswick Office|BO|501 Glouster Street|Suite 200|Brunswick|GA|31520-7014|||||||02/11/2012
ED|SBDC|83275|249596|Georgia Small Business Development Center ~ The University of Georgia |Georgia Small Business Development Center ~University of West Georgia ~ SBDC - Carrollton Office|BO|105 Adamsdon Hall| |Carrollton|GA|30118|||||||02/11/2012
ED|SBDC|83275|249597|Georgia Small Business Development Center ~ The University of Georgia |Georgia Small Business Development Center ~The University of Georgia ~ SBDC - Columbus Office|BO|3100 Genetian Blvd|Suite 119|Columbus|GA|31907|||||||02/11/2012
ED|SBDC|83275|249599|Georgia Small Business Development Center ~ The University of Georgia |Georgia Small Business Development Center ~The University of Georgia ~ SBDC - Dekalb Office|BO|2296 Henderson Mill Road|Suite 404B|Atlanta|GA|30345|||||||02/11/2012
ED|SBDC|83275|249600|Georgia Small Business Development Center ~ The University of Georgia |Georgia Small Business Development Center ~The University of Georgia ~ Gainesville |BO|906 Interstate Ridge Drive|Suite B|Gainesville|GA|30501|||||||06/28/2016
ED|SBDC|83275|249601|Georgia Small Business Development Center ~ The University of Georgia |Georgia Small Business Development Center ~Kennesaw State University ~ SBDC - Kennesaw Office|BO|3333 Busbee Drive|KSU Center - Suite 500|Kennesaw|GA|30144|||||||02/11/2012
ED|SBDC|83275|249603|Georgia Small Business Development Center ~ The University of Georgia |Georgia Small Business Development Center ~The University of Georgia ~ SBDC - Macon Office|BO|4875 Riverside Dr.|Suire 202|Macon|GA|31202|||||||02/11/2012
ED|SBDC|83275|249604|Georgia Small Business Development Center ~ The University of Georgia |Georgia Small Business Development Center ~Clayton College and State University ~ SBDC - Morrow Office|BO|2000 Clayton State Blvd| |Morrow|GA|30260|||||||02/11/2012
ED|SBDC|83275|249607|Georgia Small Business Development Center ~ The University of Georgia |Georgia Small Business Development Center ~The University of Georgia ~ SBDC - Savannah Office|BO|513 East Oglethorpe Avenue|Suite M|Savannah|GA|31401-4410|||||||04/12/2017
ED|SBDC|83275|249608|Georgia Small Business Development Center ~ The University of Georgia |Georgia Small Business Development Center ~Georgia Southern University ~ SBDC - Statesboro Office|BO|1100 Brampton Ave.|Suite C|Statesboro|GA|30458|||||||02/11/2012
ED|SBDC|83275|249609|Georgia Small Business Development Center ~ The University of Georgia |Georgia Small Business Development Center ~Valdosta State University |BO|1500 N Patterson Street||Valdosta|GA|31698-0065|||||||02/17/2012
ED|SBDC|83309|460906|Tennessee Small Business Development Center ~ The Tennessee Board of Regents ~ |UT-Martin Reed Center SBDC|BO|406 S. Lindell Street||Martin|TN|38237|||731-587-7333||http://www.tsbdc.org||05/22/2013
